A,B,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
263160409115222016,@israilov1012 god bless them ! Lmao the wind calmed down a little so thats good,14,68.29,50.00,13.15,99.00,7.00,7.14,78.57,42.86,14.29,7.14,0.00,0.00,0.00,0.00,7.14,7.14,14.29,7.14,7.14,7.14,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,21.43,21.43,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,0.00,0.00,14.29,7.14,0.00,0.00,7.14,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,14.29,0.00,7.14,7.14,7.14,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,7.14
262977078201298944,One more shower before the power goes out lol,9,99.00,50.00,98.01,99.00,9.00,0.00,100.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,22.22,0.00,0.00,0.00,0.00,11.11,22.22,22.22,0.00,11.11,11.11,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,0.00,33.33,11.11,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263040678920081408,"@marcushasfun- u were a guest star in my dream last night, &amp; 2day I noticed Marcus Garvey Park on a NYC #hurricane map! http://t.co/LQ2Kpif0",28,93.26,50.00,89.63,25.77,14.00,14.29,53.57,28.57,10.71,10.71,7.14,0.00,3.57,0.00,0.00,0.00,7.14,7.14,3.57,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,3.57,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,17.86,0.00,10.71,7.14,0.00,3.57,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,35.71,3.57,3.57,0.00,3.57,0.00,3.57,3.57,0.00,0.00,0.00,17.86
262738370759905280,"Word to the wise, make sure you have cash on u in case of a prolonged power outage &amp; charge all ur phones, iPads, etc.",25,98.05,99.00,6.70,99.00,25.00,4.00,68.00,40.00,12.00,12.00,0.00,0.00,12.00,0.00,0.00,0.00,8.00,16.00,4.00,0.00,0.00,0.00,8.00,4.00,0.00,0.00,0.00,4.00,8.00,8.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,16.00,4.00,4.00,0.00,0.00,8.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,12.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00,24.00,4.00,12.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
263148068365533186,Stop with this silly snow hoax. We all know this is a global warming hurricane... @slackadjuster @severestudios @reedtimmerTVN,18,75.90,86.68,23.51,98.27,6.00,27.78,72.22,33.33,16.67,5.56,0.00,5.56,0.00,0.00,0.00,11.11,5.56,5.56,5.56,0.00,0.00,0.00,16.67,5.56,0.00,0.00,0.00,5.56,16.67,11.11,5.56,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,11.11,5.56,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,11.11,5.56,0.00,0.00,0.00,5.56,0.00,11.11,0.00,11.11,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.89,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67
262646509324103681,Emily's air mattress is our Noah's Ark. Two of every type (of boxed wine) #sandy,15,93.26,90.87,1.00,25.77,7.50,6.67,66.67,26.67,6.67,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,13.33,6.67,0.00,0.00,0.00,6.67,6.67,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,6.67,6.67,0.00,0.00,0.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,6.67,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,13.33,6.67
262643581859266560,When the lights in the elevator you're in go out and you're stuck in darkness #hurricanesandy,16,85.32,99.00,99.00,25.77,16.00,18.75,87.50,62.50,12.50,12.50,0.00,0.00,12.50,0.00,0.00,0.00,12.50,25.00,12.50,6.25,12.50,0.00,25.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,18.75,0.00,43.75,6.25,31.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,6.25
262980126306889729,The Statue of Liberty as seen from near Battery Park. #sandy #hurricanesandy  @ Battery Park City http://t.co/0MZy2IXX,21,99.00,50.00,2.82,95.81,10.50,19.05,47.62,23.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,19.05,0.00,0.00,4.76,0.00,4.76,9.52,4.76,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,9.52,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,33.33,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.81
262684238896300032,I wanna go to the beach but I don't wanna die,11,4.01,1.00,31.94,25.77,11.00,0.00,100.00,72.73,18.18,18.18,18.18,0.00,0.00,0.00,0.00,0.00,9.09,9.09,27.27,0.00,9.09,9.09,27.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27,0.00,0.00,18.18,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27,18.18,9.09,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,18.18,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00
263118773664485376,RT @KatEdorsson: #SANDY &amp; #A-ROD Damn dude... What is this world coming too http://t.co/GZgV9jnM     too funny LOL!!,22,57.84,67.52,2.40,94.75,11.00,9.09,68.18,27.27,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,0.00,4.55,9.09,0.00,0.00,9.09,9.09,0.00,4.55,0.00,0.00,13.64,9.09,4.55,0.00,4.55,0.00,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.73,4.55,13.64,4.55,0.00,0.00,68.18,18.18,0.00,4.55,4.55,0.00,9.09,4.55,0.00,0.00,0.00,27.27
263139442183790593,"@nicoledandrea yea, just hoping my windows hold. They're shaking but they're all new so fingers crossed. Hope all is well on your end",23,9.72,80.77,9.25,99.00,7.67,21.74,86.96,43.48,8.70,8.70,4.35,0.00,4.35,0.00,0.00,0.00,0.00,4.35,13.04,13.04,8.70,0.00,21.74,4.35,0.00,0.00,0.00,8.70,17.39,13.04,4.35,4.35,0.00,0.00,13.04,0.00,0.00,0.00,0.00,21.74,0.00,0.00,8.70,8.70,8.70,4.35,4.35,0.00,0.00,4.35,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,8.70,13.04,0.00,4.35,8.70,0.00,0.00,4.35,0.00,0.00,0.00,8.70,0.00,4.35,4.35,4.35,0.00,26.09,8.70,4.35,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,4.35
262937571376627714,Water levels be rising!!! (@ Long Island City Piers) [pic]: http://t.co/D9VVuCPo,14,83.81,50.00,89.63,25.77,7.00,7.14,57.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,7.14,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,28.57,7.14,21.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,85.71,7.14,0.00,7.14,0.00,0.00,21.43,0.00,0.00,0.00,14.29,35.71
262608654115696640,"dearest @andre_kamp, i love you. wish you were in the storm with us. http://t.co/f4ehKQQA",19,77.17,99.00,1.00,97.58,6.33,10.53,57.89,42.11,21.05,21.05,5.26,5.26,10.53,0.00,0.00,0.00,5.26,10.53,5.26,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,21.05,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,0.00,0.00,5.26,0.00,5.26,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,42.11,15.79,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.05
263139066609025024,BREAKING: RT @youranonnews: #NYC #Sandy - FDNY on scanner confirmed fuel leak contamination. Drink bottled water. Boiling will not help.,19,86.88,50.00,4.05,25.77,6.33,36.84,52.63,15.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,5.26,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,5.26,10.53,5.26,0.00,5.26,15.79,0.00,0.00,0.00,10.53,5.26,5.26,0.00,5.26,0.00,0.00,0.00,0.00,5.26,5.26,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,5.26,0.00,5.26,5.26,0.00,0.00,47.37,15.79,0.00,10.53,0.00,0.00,0.00,5.26,0.00,0.00,0.00,15.79
263071168569962496,My power keep goin in and out,7,93.26,7.67,99.00,25.77,7.00,0.00,85.71,57.14,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,28.57,0.00,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263006493832536064,@Max_D_tho smokin during a hurricane is hard as hell lol,12,81.63,20.24,1.79,25.77,12.00,8.33,75.00,41.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,16.67,8.33,8.33,16.67,0.00,8.33,16.67,8.33,0.00,0.00,0.00,16.67,8.33,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,8.33,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,25.00,8.33,16.67,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
263207263735521280,Things are bad out there @ West Orange Police Dept http://t.co/elNnbJwG,14,68.29,50.00,13.15,1.00,14.00,7.14,71.43,28.57,7.14,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,7.14,7.14,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,7.14,0.00,7.14,0.00,7.14,0.00,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,28.57,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43
262743912622481410,"If only I was stormed in with @Twink_ie &amp; @GiBaby_ My only survival needs. Stay safe, love you",19,35.06,50.00,19.27,99.00,9.50,10.53,73.68,47.37,15.79,15.79,10.53,0.00,5.26,0.00,0.00,0.00,0.00,10.53,5.26,10.53,5.26,0.00,15.79,5.26,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,10.53,0.00,0.00,10.53,5.26,0.00,5.26,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,15.79,5.26,5.26,0.00,0.00,5.26,5.26,10.53,0.00,10.53,5.26,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.11,5.26,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,26.32
263065687252160512,Power's been cut to lower Manhattan and our lights are flickering....!,11,32.58,96.52,2.40,1.00,11.00,18.18,72.73,45.45,9.09,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,9.09,18.18,0.00,9.09,0.00,18.18,9.09,9.09,0.00,0.00,0.00,18.18,0.00,18.18,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,9.09,0.00,9.09,0.00,0.00,9.09,9.09,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.55,36.36,0.00,0.00,0.00,0.00,9.09,0.00,0.00,9.09,0.00,0.00
262816572635230209,Pre Sandy Calm @ Patsy &amp; Eddie's Boli-Stoli Factory http://t.co/2zE2rPiN,15,93.26,50.00,1.00,99.00,15.00,6.67,26.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,53.33,6.67,0.00,0.00,6.67,0.00,0.00,6.67,0.00,6.67,0.00,26.67
263042795672064000,Guys!!!! It's getting really bad out there now!!! Hope everyone  @ Frankenstorm Apocalypse - Hurricane Sandy http://t.co/sRvSO8kj,19,35.06,70.08,4.05,25.77,6.33,31.58,63.16,31.58,10.53,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,5.26,5.26,15.79,0.00,0.00,15.79,5.26,0.00,0.00,0.00,0.00,10.53,5.26,5.26,0.00,0.00,0.00,10.53,0.00,5.26,0.00,5.26,15.79,0.00,0.00,5.26,5.26,5.26,5.26,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,5.26,5.26,0.00,15.79,5.26,10.53,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,68.42,5.26,0.00,0.00,0.00,0.00,36.84,5.26,0.00,5.26,0.00,15.79
262951342073597953,good bye Astoria #hurricanesandy on the way @ Astoria Park http://t.co/WBqWIqHU,14,99.00,76.25,52.86,99.00,14.00,28.57,42.86,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,21.43,0.00,14.29,7.14,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,35.71,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57
