A,B,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
295376503464665088,Anyone here that lives on the gold coast aswell?,9,75.90,86.68,4.97,25.77,9.00,0.00,66.67,55.56,22.22,0.00,0.00,0.00,0.00,0.00,0.00,22.22,11.11,11.11,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
295685117756727297,@judi_jabour you guys keeping dry? power still on?,9,75.90,99.00,58.07,25.77,4.50,11.11,66.67,33.33,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,22.22,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,0.00,22.22
295506247891959808,Flooding at She bangs Coffee eep http://t.co/EJNr1MT4,11,93.26,81.84,1.00,25.77,11.00,18.18,36.36,18.18,9.09,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,27.27,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18
295775392449572864,"Floods,fires,cyclones,tornados,droughts,heatstroke,king tides. Australia doesn't get much",12,62.04,50.00,1.00,25.77,6.00,41.67,33.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,16.67,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,8.33,8.33,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.67,8.33,50.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00
296446703702261760,Logan river peaking.. Stay safe my fellow qld'ers!  @ Old Pacific Highway Bridge http://t.co/KRDjSjm8,18,86.43,50.00,23.51,98.27,6.00,22.22,33.33,5.56,5.56,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,11.11,5.56,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,44.44,16.67,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,0.00,16.67
295480528293990400,@Al_Otaibi_88 it's heavy raining   and strong winds we just stay at house terrible,15,34.14,90.87,10.08,25.77,15.00,13.33,66.67,33.33,13.33,6.67,0.00,6.67,0.00,0.00,0.00,6.67,0.00,6.67,6.67,6.67,6.67,0.00,13.33,20.00,0.00,0.00,6.67,0.00,13.33,6.67,6.67,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,13.33,6.67,0.00,6.67,0.00,0.00,0.00,13.33,0.00,13.33,6.67,13.33,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,20.00
296383449869201409,Flood flood flood... I decide to take a long weekend and head to Brisbane and end up trapped!!,18,97.07,28.91,98.01,25.77,9.00,16.67,72.22,38.89,5.56,5.56,5.56,0.00,0.00,0.00,0.00,0.00,5.56,16.67,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,11.11,0.00,0.00,5.56,5.56,0.00,0.00,11.11,0.00,22.22,0.00,11.11,11.11,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.78,16.67,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00
296128679443050497,"@ThatParawh0re its not that bad, we had it worse in 2011. Im just hoping the school gets flooded out and we don't have to go tomorrow either",27,12.53,35.54,58.07,1.00,13.50,11.11,88.89,59.26,22.22,11.11,3.70,7.41,0.00,0.00,0.00,11.11,3.70,11.11,14.81,3.70,3.70,7.41,25.93,7.41,7.41,0.00,3.70,3.70,11.11,3.70,7.41,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.00,11.11,0.00,0.00,3.70,3.70,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,7.41,0.00,0.00,3.70,7.41,3.70,22.22,7.41,14.81,3.70,7.41,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.81,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70
295513419296174080,"@EmilyRaadke @yougomarniecoco @cassietee_ I'm sorry  out tracks are under, we have no power and the bridge is under :/",19,49.71,50.00,50.35,1.00,19.00,15.79,73.68,57.89,10.53,10.53,5.26,5.26,0.00,0.00,0.00,0.00,5.26,15.79,21.05,0.00,5.26,5.26,21.05,5.26,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.05,5.26,0.00,15.79,0.00,0.00,0.00,21.05,0.00,15.79,0.00,15.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,31.58,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,21.05
295672729556893698,"forget trying to use flood maps, these suburb, street lists are quicker and more informative http://t.co/Ft7HVUQX #bigwet #qldflood",22,80.14,50.00,31.94,25.77,22.00,18.18,59.09,18.18,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,4.55,0.00,4.55,0.00,18.18,9.09,9.09,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,4.55,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,0.00,13.64,0.00,13.64,0.00,9.09,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,31.82,4.55,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18
296110784105291777,Free entry for storm affected green waste into Brisbane dumps #BneFlood,11,99.00,50.00,31.94,25.77,11.00,27.27,54.55,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,0.00,9.09,18.18,0.00,0.00,0.00,0.00,18.18,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,18.18,9.09,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09
295439887983849472,We have battened down our flat in new farm and currently curled up with the cat and doctor who. Thinking of you all in the #bigwet #staysafe,27,96.08,99.00,92.47,25.77,13.50,14.81,77.78,55.56,14.81,11.11,0.00,7.41,3.70,0.00,0.00,3.70,7.41,22.22,3.70,0.00,7.41,0.00,7.41,7.41,0.00,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,14.81,0.00,0.00,0.00,0.00,7.41,3.70,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,18.52,7.41,0.00,11.11,0.00,0.00,0.00,7.41,0.00,25.93,0.00,18.52,7.41,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41
295666274153947136,"The fact this is Main Street and it is completely under water, scary http://t.co/SE4tLDUz",18,46.37,50.00,4.97,1.00,18.00,11.11,72.22,44.44,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,5.56,5.56,11.11,5.56,5.56,0.00,11.11,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,5.56,5.56,0.00,0.00,5.56,0.00,0.00,0.00,11.11,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,22.22,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11
295793341516365824,"@CycleBoomTime yep, u still have property in the flood zone ? #notpro",11,80.14,81.84,85.21,25.77,5.50,18.18,63.64,45.45,9.09,9.09,0.00,0.00,9.09,0.00,0.00,0.00,9.09,9.09,9.09,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,27.27,0.00,9.09,18.18,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,18.18,9.09,0.00,0.00,36.36,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,18.18
295890132664479744,"@_aleeexsm the cyclone, tornado &amp; floods are coming your wat",10,78.30,97.69,3.37,25.77,10.00,30.00,50.00,30.00,10.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,50.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00
295646202618339328,Just spoke to my parents stuck in Aratula. 100's people stuck there trying to head north/south. Both directione cut off by water #qldfloods,25,98.05,78.82,99.00,1.00,8.33,16.00,84.00,32.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,8.00,0.00,0.00,16.00,0.00,0.00,0.00,4.00,4.00,4.00,0.00,4.00,0.00,0.00,0.00,12.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00,8.00,4.00,0.00,0.00,4.00,8.00,4.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,32.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,8.00
296515779837440000,@9NewsBrisbane unmentioned flood victims need your help!! http://t.co/wnFYdaZD,12,81.63,99.00,1.00,1.00,6.00,33.33,41.67,8.33,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,8.33,0.00,16.67,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,50.00,8.33,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,25.00
295857414903853056,My set up second night in a row #powerout #storm #nowater #candlelight @ My Bedroom http://t.co/HdLScyQu,19,96.93,14.62,81.22,25.77,19.00,26.32,52.63,26.32,10.53,10.53,10.53,0.00,0.00,0.00,0.00,0.00,5.26,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,15.79,0.00,10.53,5.26,0.00,0.00,5.26,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,42.11,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.84
295422261991718913,Leaving the gym now onto flood stricken roads. Wish me luck!,11,93.26,18.16,99.00,99.00,5.50,18.18,81.82,36.36,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,9.09,0.00,0.00,18.18,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,9.09,9.09,36.36,9.09,18.18,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00
295723261373870080,"Heavy Rain, Strong Winds, Roads Flooded, Trees Down - what do we do? Play dress ups of course @ Price House http://t.co/KXJbbtEr",24,81.63,79.76,1.79,99.00,12.00,8.33,58.33,25.00,8.33,4.17,0.00,4.17,0.00,0.00,0.00,4.17,0.00,8.33,8.33,0.00,0.00,0.00,8.33,8.33,0.00,4.17,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,12.50,4.17,0.00,8.33,0.00,0.00,0.00,8.33,0.00,8.33,0.00,8.33,0.00,4.17,4.17,4.17,4.17,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,37.50,4.17,12.50,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,12.50
295483855807332353,"Feel sorry for those who bought houses in flood zones after 2011 thinking it'll never happen again, particularly 1974-2011 #bigwet",21,41.91,50.00,89.63,1.00,21.00,9.52,71.43,42.86,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,4.76,14.29,0.00,4.76,23.81,9.52,4.76,4.76,14.29,0.00,4.76,0.00,4.76,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,19.05,9.52,0.00,0.00,0.00,9.52,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,9.52,4.76,19.05,0.00,4.76,14.29,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.05,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,4.76
