A,B,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
324739232524546048,@theisaiahbell apparently 70 are dead but that's for now,9,1.00,13.32,58.07,25.77,9.00,22.22,77.78,66.67,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,22.22,22.22,11.11,0.00,22.22,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11
327460619093700608,Honor the men and women who served in West. #WestTX #prayforwest @ Ferrell Center http://t.co/qSC2xBP6xt,18,93.26,95.20,58.07,98.27,9.00,16.67,61.11,22.22,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,16.67,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,22.22,0.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,38.89,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.78
324755946339434496,my family &amp; friends are bruised &amp; slightly damaged but ALIVE &amp; ok.. maybe now i can rest with a little bit more ease..,24,50.33,33.83,48.89,92.40,12.00,16.67,75.00,37.50,8.33,8.33,8.33,0.00,0.00,0.00,0.00,0.00,4.17,4.17,8.33,8.33,4.17,0.00,4.17,8.33,4.17,0.00,0.00,8.33,12.50,8.33,4.17,0.00,0.00,0.00,8.33,4.17,4.17,0.00,0.00,8.33,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,12.50,0.00,8.33,0.00,4.17,4.17,0.00,4.17,4.17,0.00,0.00,4.17,4.17,0.00,0.00,4.17,0.00,0.00,41.67,16.67,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50
324923160044642305,@RebekahH_KVUE @AndyP_KVUE @MarkW_KVUE no traffic passing through Waco on N I-35 but that could change as we get closer to West,25,73.88,34.44,69.14,25.77,25.00,16.00,60.00,40.00,12.00,8.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,16.00,4.00,0.00,8.00,4.00,12.00,8.00,8.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,12.00,0.00,4.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,20.00,8.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,24.00
326393782956343296,"#WestTX needs your help.  Please bring what you can.  What is needed most are cleaning supplies, bleach, gloves, &amp; laundry detergent.",21,18.82,99.00,1.00,95.81,7.00,19.05,76.19,33.33,19.05,9.52,0.00,0.00,9.52,0.00,0.00,9.52,0.00,0.00,14.29,0.00,0.00,0.00,28.57,4.76,4.76,9.52,0.00,4.76,4.76,4.76,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,9.52,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,4.76,0.00,0.00,4.76,23.81,0.00,9.52,4.76,4.76,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.86,14.29,14.29,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,9.52
324949628195848192,Does anyone know if they still need phone chargers for first responders in west?,14,48.63,98.33,89.63,25.77,14.00,14.29,92.86,50.00,14.29,7.14,0.00,0.00,0.00,0.00,7.14,7.14,0.00,14.29,7.14,7.14,7.14,0.00,21.43,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,28.57,7.14,0.00,14.29,14.29,0.00,7.14,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,21.43,0.00,28.57,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00
327604180552404992,"Raw grief, service, sacrifice, community. Still thinking abt #Westmemorial. Craving light.  Need gummi bears, bubbles, giggles for the soul.",19,98.71,70.08,4.05,25.77,4.75,42.11,84.21,21.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,10.53,0.00,5.26,0.00,0.00,10.53,5.26,0.00,0.00,0.00,0.00,10.53,5.26,5.26,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,10.53,5.26,0.00,5.26,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,0.00,0.00,5.26,0.00,0.00,5.26,0.00,10.53,0.00,5.26,5.26,5.26,0.00,0.00,0.00,10.53,5.26,5.26,0.00,5.26,0.00,0.00,0.00,52.63,21.05,26.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26
325008487795007491,Please send prayers to West my hometown,7,93.26,50.00,99.00,99.00,7.00,28.57,85.71,28.57,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,28.57,14.29,14.29,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
324797895838662656,"#LODD 9 first responders including 6 firefighters, 2 EMTs, and one police officer confirmed dead in West, TX. Prayers go out to the families",24,99.00,79.76,48.89,25.77,12.00,29.17,66.67,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,16.67,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,20.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,4.17,4.17,8.33,0.00,0.00,0.00,4.17,4.17,20.83,4.17,12.50,4.17,4.17,4.17,4.17,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,20.83,4.17,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17
327530267659096066,"MT @wacotrib: @BarackObama: America needs towns like West. That's what makes this country great, is towns like West. #WestMemorial",19,64.39,50.00,19.27,97.58,6.33,26.32,68.42,31.58,15.79,0.00,0.00,0.00,0.00,0.00,0.00,15.79,0.00,10.53,10.53,0.00,0.00,0.00,21.05,5.26,10.53,5.26,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,5.26,0.00,0.00,21.05,0.00,21.05,0.00,21.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.37,10.53,5.26,10.53,0.00,0.00,0.00,0.00,0.00,5.26,0.00,15.79
327525682018127874,.@JohnCornyn: Today we honor the lives of 12 great men who gave their lives in an enduring act of love. #WestMemorial,21,98.45,99.00,13.15,99.00,10.50,14.29,80.95,38.10,14.29,9.52,0.00,4.76,0.00,0.00,4.76,4.76,9.52,14.29,0.00,0.00,0.00,0.00,14.29,4.76,0.00,4.76,4.76,0.00,14.29,14.29,0.00,0.00,0.00,0.00,28.57,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,9.52,0.00,0.00,19.05,9.52,4.76,4.76,4.76,0.00,4.76,14.29,0.00,14.29,0.00,9.52,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.81,9.52,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52
327541857653493761,the memorial service was worth it tho  #prayforwest #toosad,9,18.82,50.00,1.00,25.77,9.00,33.33,77.78,44.44,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,11.11,11.11,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,11.11,11.11,0.00,11.11,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22
326415232320811008,Very moving to see volunteer firefighters still standing their post while the rest of the community http://t.co/7DsKXzynkc,21,93.26,82.96,37.24,25.77,21.00,23.81,61.90,38.10,4.76,4.76,0.00,0.00,0.00,0.00,4.76,0.00,9.52,9.52,0.00,9.52,4.76,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,19.05,4.76,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,14.29,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52
324774182405668864,@NewsChannel25  Victorious Life Church has an Emergency Shelter for the West victims. http://t.co/zfqQsOjEC5,17,99.00,50.00,1.00,1.00,8.50,35.29,58.82,23.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,5.88,5.88,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,17.65,5.88,5.88,11.76,5.88,0.00,0.00,5.88,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,5.88,0.00,0.00,0.00,29.41,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65
325998191294160896,"Not aware if President will be in town just yet. Working on that. International condolences coming in from UK, Canada and Russia. @NBCDFW",23,60.05,9.62,99.00,25.77,5.75,17.39,78.26,52.17,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,17.39,8.70,8.70,8.70,4.35,17.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,4.35,0.00,4.35,4.35,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,4.35,4.35,0.00,0.00,0.00,4.35,8.70,30.43,4.35,21.74,4.35,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.74,13.04,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35
324899356845146113,My dad lost one of his life long friends last night in the West tragedy. He was a principal in West ISD. Please pray for his family &amp; West.,29,95.92,95.75,47.93,1.00,9.67,10.34,93.10,37.93,13.79,13.79,3.45,0.00,0.00,10.34,0.00,0.00,6.90,13.79,3.45,0.00,0.00,0.00,10.34,0.00,0.00,0.00,3.45,0.00,10.34,3.45,6.90,0.00,0.00,6.90,20.69,6.90,3.45,0.00,13.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,3.45,0.00,0.00,13.79,6.90,3.45,3.45,0.00,0.00,6.90,0.00,3.45,27.59,0.00,20.69,6.90,0.00,3.45,3.45,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.24,10.34,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,3.45
327499742617694209,:( don't get to see the president but I am so proud that we get to take the time to honor those from west! #westmemorial,25,63.83,34.44,43.37,91.14,12.50,8.00,100.00,56.00,16.00,8.00,4.00,4.00,0.00,0.00,0.00,8.00,8.00,16.00,8.00,4.00,8.00,4.00,24.00,0.00,0.00,0.00,0.00,0.00,12.00,8.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,4.00,8.00,8.00,12.00,0.00,0.00,24.00,0.00,12.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,4.00
327443679507775488,Final staging before #West Joint First Responder Procession at Baylor. (@ University Parks Dr.) [pic]: http://t.co/kB5i6Z1FYA,19,98.71,70.08,81.22,25.77,9.50,26.32,47.37,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.00,10.53,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,26.32,0.00,10.53,15.79,5.26,0.00,0.00,0.00,0.00,0.00,10.53,0.00,10.53,0.00,0.00,0.00,63.16,15.79,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,10.53,31.58
324960022146719746,@katonahgreen The state is supposed to be investigating the air quality. No obvious odor or adverse effects where I was.,20,52.71,6.70,74.76,1.00,10.00,35.00,85.00,50.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,10.00,5.00,15.00,5.00,5.00,5.00,20.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,5.00,5.00,0.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00,0.00,10.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
324715237892829185,They're talking about it on CNN right now.,8,38.60,99.00,99.00,25.77,8.00,12.50,87.50,62.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,25.00,12.50,25.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,37.50,0.00,25.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00
327582043749892096,So incredible to hear the president speak and be able to participate in a memorial for true heroes http://t.co/PuAk6w8ouh,23,98.23,90.38,1.00,99.00,23.00,21.74,82.61,39.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,17.39,4.35,4.35,8.70,0.00,13.04,8.70,0.00,0.00,0.00,0.00,8.70,8.70,0.00,0.00,0.00,0.00,13.04,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,8.70,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,4.35,4.35,0.00,0.00,0.00,13.04,0.00,4.35,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,4.35,4.35,0.00,4.35,0.00,0.00,0.00,13.04,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70
