A,B,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
350434323691876355,Update - State of Local Emergency: The City of Calgary remains in a state of local emergency due to significant... http://t.co/hgyxgPfYIW,24,99.00,50.00,74.76,25.77,12.00,25.00,54.17,29.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,20.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,16.67,8.33,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,33.33,16.67,0.00,4.17,0.00,0.00,0.00,4.17,0.00,0.00,0.00,8.33
348911181437759488,Clean up effort for the Calgary flood. #yycflood #elbowpark @ Elbow And Riverdale http://t.co/2Bc1fHHJZW,18,98.87,50.00,1.00,25.77,9.00,27.78,50.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,11.11,0.00,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,11.11,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,38.89,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.78
349226969558298626,Spending the day helping out rural Albertans reclaim their homes. #abflood #yyc #calgarystrong [pic]: http://t.co/5Cm1NGawNs,20,96.79,84.14,3.37,96.76,10.00,35.00,45.00,15.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00,5.00,0.00,0.00,5.00,5.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,50.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00
348228850481774592,Let Jean Becq know be can work at my photo studio. #abflood #togs,13,43.96,22.08,63.54,25.77,6.50,7.69,69.23,38.46,7.69,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,7.69,23.08,0.00,0.00,0.00,23.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,0.00,30.77,0.00,7.69,0.00,7.69,0.00,15.38,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38
349754020744806402,@TownOfHighRiver who do we contact regarding reptiles that have been rescued from homes?,13,24.14,99.00,1.00,25.77,13.00,38.46,76.92,61.54,23.08,7.69,0.00,7.69,0.00,0.00,0.00,15.38,0.00,15.38,23.08,0.00,0.00,0.00,23.08,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,7.69
349236254036066307,"Just showered in water that smells like the water I shower in when I go campingO.ewell,looks like calgarys water plant has been contaminated",25,73.88,21.18,69.14,25.77,25.00,16.00,80.00,48.00,12.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,4.00,16.00,8.00,8.00,4.00,0.00,16.00,0.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,0.00,12.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,12.00,0.00,16.00,4.00,8.00,4.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
348130398624153601,"@dmgullekson: Don't be fooled, it isn't thunder, staying put would be a blunder... -Jumanji #jumanji #yyc #yycflood #staysafe",18,10.01,13.32,4.97,1.00,9.00,44.44,61.11,38.89,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,27.78,0.00,0.00,11.11,38.89,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,11.11,0.00,0.00,5.56,0.00,0.00,5.56,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,22.22,0.00,11.11,11.11,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.78,16.67,11.11,5.56,0.00,0.00,0.00,5.56,0.00,11.11,0.00,27.78
350207462344892416,Vehicles stranded in Medicine Hat flood waters VIDEO ttp://instagram.com/p/a6uFxmC65q/,14,97.73,76.25,1.06,25.77,14.00,35.71,35.71,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,7.14,0.00,7.14,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,14.29,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,35.71,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57
348960430535876608,Bowness residents stunned by flood's muddy devastation: A portion of Bowness felt the full brunt of the powerful... http://t.co/DD2ChCYCyX,23,99.00,50.00,2.02,1.00,11.50,34.78,56.52,26.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,13.04,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,8.70,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,4.35,0.00,0.00,4.35,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,34.78,17.39,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,8.70
349292185579028480,"We had so many great people come out... our cyclists delivering food for the #yycflood, delivery cars, etc! Even rcmp&amp;firefighters! Thank u!",24,62.04,99.00,23.51,99.00,6.00,20.83,70.83,37.50,12.50,12.50,0.00,8.33,4.17,0.00,0.00,0.00,4.17,8.33,4.17,8.33,4.17,0.00,12.50,4.17,0.00,0.00,0.00,4.17,8.33,8.33,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,4.17,12.50,8.33,0.00,0.00,4.17,0.00,4.17,8.33,0.00,16.67,12.50,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,45.83,12.50,8.33,0.00,4.17,0.00,12.50,0.00,0.00,0.00,0.00,8.33
347942346823974912,Mayor advises everyone to avoid downtown area.  #abstorm #yyc #floodpotential,10,93.26,97.69,43.37,1.00,5.00,50.00,60.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,10.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00
350026766112403456,Edmontonians cleaning up after flooding: City of Edmonton officials said they will be reviewing how they... http://t.co/mFp4KlNd54,21,68.29,92.33,13.15,25.77,10.50,33.33,66.67,38.10,9.52,9.52,0.00,0.00,0.00,0.00,9.52,0.00,0.00,14.29,9.52,4.76,4.76,0.00,19.05,4.76,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,9.52,0.00,0.00,4.76,4.76,4.76,14.29,0.00,9.52,4.76,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,33.33,19.05,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52
348516147706073088,RT @LukaszukMLA @medicinehatcity residents do what u can to protect homes. River is staring to rise #abflood #ableg http://t.co/V2ynHdITGO,23,71.39,80.77,1.00,25.77,11.50,30.43,65.22,30.43,8.70,4.35,0.00,0.00,4.35,0.00,0.00,4.35,0.00,8.70,13.04,0.00,0.00,0.00,13.04,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,4.35,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,13.04,0.00,4.35,4.35,4.35,0.00,0.00,0.00,8.70,0.00,0.00,0.00,13.04,0.00,13.04,4.35,0.00,0.00,34.78,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.09
349879675809570817,A sign of all the work ahead -- no bridges on the Elbow River have re-opened. Only 30% of flooded downtown buildings have power #,24,99.00,33.83,23.51,25.77,12.00,16.67,70.83,45.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,16.67,8.33,4.17,0.00,4.17,8.33,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,12.50,0.00,8.33,4.17,0.00,0.00,0.00,12.50,4.17,16.67,0.00,12.50,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,4.17,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,8.33
349749045436235776,@SpookyBooGal just two hours from me we got severe flooding,10,52.71,84.14,43.37,1.00,10.00,20.00,80.00,40.00,20.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
350146165737656321,@joshclassenCTV you are dead wrong sir there is a #stormbrewing now outside my window #yegstorm #thunderstorm http://t.co/jJXgdPDpOu,21,55.40,82.96,13.15,1.00,21.00,28.57,66.67,38.10,9.52,9.52,4.76,0.00,4.76,0.00,0.00,0.00,4.76,4.76,9.52,9.52,0.00,0.00,9.52,4.76,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,9.52,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,4.76,0.00,4.76,0.00,14.29,0.00,9.52,0.00,4.76,4.76,0.00,0.00,4.76,0.00,0.00,4.76,4.76,0.00,4.76,0.00,0.00,0.00,33.33,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57
350062792251949057,Shout out to Ward 9 team for their flood volunteer coordination in Erlton! Thanks for all your hard work!!! @gccarra #yycflood #Erlton #yyc,23,99.00,95.89,2.02,93.61,7.67,17.39,56.52,30.43,8.70,8.70,0.00,0.00,4.35,0.00,4.35,0.00,0.00,21.74,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,4.35,4.35,4.35,4.35,0.00,0.00,0.00,0.00,13.04,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,8.70,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,8.70,4.35,8.70,0.00,0.00,0.00,0.00,8.70,0.00,8.70,0.00,8.70,0.00,8.70,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.78,0.00,0.00,0.00,0.00,0.00,17.39,0.00,0.00,0.00,0.00,17.39
350357771474059265,"If anyone had some time and energy, Jill and I could use a few hands to help muck out our basement! #yycflood #wetsos",23,47.75,80.77,2.02,93.61,11.50,8.70,78.26,47.83,13.04,8.70,4.35,4.35,0.00,0.00,0.00,4.35,4.35,8.70,8.70,0.00,13.04,0.00,13.04,4.35,0.00,0.00,0.00,8.70,4.35,4.35,0.00,0.00,0.00,0.00,13.04,0.00,0.00,0.00,0.00,21.74,0.00,4.35,8.70,13.04,0.00,4.35,4.35,0.00,0.00,4.35,4.35,4.35,0.00,0.00,0.00,8.70,8.70,0.00,4.35,0.00,0.00,4.35,4.35,0.00,8.70,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,0.00,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,8.70
347988789823684609,@PrincessSarahhh I'm petitoning Alberta gov to install new water redirection system to direct all future flood waters in Calgary to Edmonton,21,98.45,50.00,68.01,25.77,21.00,33.33,57.14,23.81,4.76,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,19.05,4.76,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,19.05,0.00,9.52,9.52,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76
348126794588758016,@doogie2k my garage is all flooded. My parents live I'm bearspaw near a creek and their entire basement is flooded. My sister is evacuated,24,18.82,33.83,48.89,25.77,8.00,29.17,70.83,45.83,20.83,20.83,16.67,0.00,0.00,0.00,4.17,0.00,4.17,4.17,16.67,0.00,4.17,0.00,20.83,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,12.50,8.33,0.00,4.17,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,20.83,0.00,4.17,0.00,4.17,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17
348158876480311297,The poor guy who owns this house!! #yyc #cranston #scary #ig @ Home http://t.co/Se3JNY5LRH,17,85.92,88.03,1.00,1.00,8.50,11.76,52.94,17.65,11.76,0.00,0.00,0.00,0.00,0.00,0.00,11.76,5.88,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,5.88,0.00,0.00,11.76,0.00,11.76,5.88,0.00,0.00,11.76,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,5.88,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,58.82,5.88,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00,41.18
