id,text
327095359811760129,Don't mess with Texas. #represent http://t.co/Xf2E7WYdI7
327525094815592449,Watching the #West memorial service while waiting for the bestie to get off work so we can go to our scholarship m... http://t.co/QmeHmmL0SJ
324737100207489024,11:11 Retweet To Pray For Boston And West Tx
327501728717103105,To the dipshits that are over talking the procession on tv you should be ashamed. The rest of us are trying to pay our respects here.
324904456665829377,"RT @kirstencrow: First responders having to reinforce some of the structures in order to enter and search, PD says"
325629274528817153,"No media briefing for a couple of hours, mayor pro tem says  #westexplosion"
324753823073701888,"going to say a long, heartfelt prayer &amp; then try &amp; get some sleep. goodnight everybody.. #PrayForWest"
324733212377096193,I hate that I live so close to west
324740941816684547,Idk why these things are happening but I know god is with us !!!
324711196534128640,West I trending on twitter. #PrayForWest
325023144131850241,Tx Attorney General Greg Abbott describes total devastation after tour of #westexplosion site
324972361193517056,"Well no wrk, even tho I think bout west tx"
324747060857417728,@TigLionCTH yeah man it's just really West that was affected as of right now. We're close but yeah
324721821008146432,"#west if you are at football field move to community center, football field triage is contaminated"
324745567345451009,"@ImKindaABigDill CAUGHT ON CAMERA: Fertilizer Plant Explosion Near Waco, Texas http://t.co/FGnRORZW11"
325374087377596416,"Ground zero serving some good BBQ. @ West, TX http://t.co/dfNUDbPX1L"
327125077042794498,I'm going to get to see Obama speak in honor of the fallen in West. Pretty amazing but sad because of the reason behind it.
324789698474151937,Amazed by how quiet it was in #west... Please pray for these people.
327842745060302850,"Had a kolach, God bless the people of West, TX, lots of disaster relief staff here (@ Czech Stop w/ 7 others) http://t.co/64o3WO1dCT"
325403023612469248,"@chancehorner truth, even working 24 straight hours covering the West explosion is so much better than just watching it on TV"
326369289865154561,"It's crazy to be in West, TX after last week. Police and news vans everywhere. #Pray4WestTX http://t.co/BSmxc4VReN"
325998785421508610,"Anhydrous tank is safe now, says state fire Marshall. No tanks are problems. No fires burning on the scene. No dangers."
327475628720943104,"One more pic of procession outside West memorial. Hundreds of fire trucks, ambulances and first responders. @nbcdfw http://t.co/7eqaUHBm32"
327526067390779392,MT @bynickdean: How does one find such selflessness to put the safety of everyone else before your own? - @JohnCornyn at #westmemorial
326038683587338240,@J_Lee30 plus we took all the WestTx donations yesterday. And I loaded and unloaded our truck. Just a lot of strain on my back
325604632573403136,Awaiting possible briefing at 10 a.m. Follow @startelegram and @fwhanna for updates as the day progresses #westexplosion
325070861738602496,GRO boys playing a benefit for #WestTexas in Waco tonight @ Ferrell Center http://t.co/KojaRZqUlC
326588792079273985,@CharoKnightJr he's comin for the West memorial service
324747415691345920,Can't sleep. So shaken and sad for our neighbors. Praying so hard tonight. #prayforwest
324715302015336450,i seriously can't stop crying right now.. my family is out there!
327122680186822656,"Being in West, Texas for the funeral of a fallen Dallas Fireman is a really sobering experience. #hero #prayforwest #dfd"
324749287466598400,@eric_schumann it's crazy sad man. It's 15 min away
324740269050302464,"The greatest need right now is blood ~news anchor urging people to help for the explosion victims. If you wanna help, donate #fb"
324917910051110912,@celia_pd thank you.  It's pretty awful.  Appreciate prayers for all affected.
327515858857492482,My thoughts and prayers are with our brother and sisters of #West. #PrayForWest #FirstResponders
325294827283570689,Sen. Cornyn n Cruz taking questions from media Tells @keyetv at least another day before folks allowed home #WestTX http://t.co/Y65NpMLUem
325285412459384832,"RT @JohnCornyn: Blast site West, Texas http://t.co/7d2pymjg1h"
326836750582419456,some serious military choppers out here in the Waco area... #BlessWestTexas
324735041525653505,I'm only 15 min away.. &amp; I am so helpless... I haven't felt like this since 9/11...
327505642325671937,Live streaming of West First Responders Memorial at http://t.co/Ub8gJimfKk
325097347958841345,Half of proceeds at Scruffs go to West #everyreasontodrinkmore #baylor #waco
325315926666932224,Massive donation sorting center #westexplosion http://t.co/8WZQh0JkoN
324794732431695873,Just bringing water to the people of West with @livriordann! #prayforWest http://t.co/1ARqD74W1V
324734217781141505,@jblakely5 for the people closer to that side of Waco. I was playing in a dodgeball tournament so I didn't see or hear it.
325731161466888192,So In Love..                                                                  With Myself!
324741250215448577,God Bless everyone affected by the events in #West and #Boston
324914302253404161,Dropping by a Red Cross donation. A somber mood at West's Czech Stop. Our thoughts are w/ West. (@ Czech Stop) http://t.co/OjOqPdG0Bl
325308397941583874,"Ervin Cinek, 84, was asleep in his nursing home during explosion. Left his false teeth behind, helped others get out. http://t.co/4BmUYCMtR8"
325771448058793985,@colettemc21 Thank you sweet girl! All safe in Waco. Such a tragedy but so touching to see the entire central TX community uniting #missyou
324775889290280962,Thursday Night Bonus Karaoke Fundraiser for West at Scruffs. #westtx #prayforwest @ Scruffy Murphy's http://t.co/N0pcWPvoZQ
324889166880075778,Pointwest Bank VP tells me they have opened a fund for #West victims. Accepting all kinds of donations. (200 W. Oak or waco branches)
324730786924331009,"I can't stop crying for these people that need hell, &amp; that have had everything torn away from them.."
327512030389084160,MT @BU_GradSchool: Ordinary individuals blessed with extraordinary courage - @GovernorPerry #westmemorial #prayforwest
324730694175698944,Explosion outside of Waco https://t.co/W31HbAA3jG
325087654771302400,At the busiest time of the day there was a 5 hour wait to give blood here in Waco #OneWaco
324939460787703808,Need dry socks for the rescue workers in west Texas...call me if you want to donate  254 730 3447
325308123365666816,About 0.8 km away from the plant explosion site. Roadblocks everywhere.#texas #explosion (at West Texas)  http://t.co/d5dDCBFDer
325281800320598017,"Catch up on local news from #Waco, #Texas here! http://t.co/gertcbZ4dp"
325058133129052160,At the benefit concert! #DiadelWest http://t.co/JwjG10tGKz
326069316250386434,"Enough toothpaste and brushes to last a lifetime. The people of West, TX need a lot more than this but http://t.co/NQ9PsIMT8m"
324731794274537472,"@jblakely5 basically Waco, but yes it is the town of West."
324848438128803840,Please pray for everyone to have strength to make it through this disaster.  The wind and rain are moving in!!
325396371651829762,Speaker at prayer vigil for #Westexplosion victims: Death and destruction will not have last word.
324860804849623040,there's noone to blame really... it was just a freak accident.
324880164049793025,"Just talked to Michael Maler, 49, whose house was destroyed. He says he knew several of the dead: (West) is never going to be the same."
324727997095632896,Carrying walkers to cmmty ctr that got left behind. Kids helping. Neighbors. Essence of community. #West
324754058458066944,guess I'll find out if he died in the morning. goodnight errybody. #PrayersForWest
326091126991892480,Jerry Chapman and Kevin Sanders are also firefighters who were killed in #West: They died in the line of duty &amp; others lived because of it
326102699315699712,"Leaving #West now but not without dropping by the Czech Stop. I wish this community the best of luck, they were extremely kind today."
327581236094705665,PS. If you left right after the president spoke you should be ashamed of yourself. Incredibly disrespectful to the fallen &amp; their families.
325434007439413248,"West Community Center #strength #community #love #Texas @ west, tx http://t.co/8la3Rc3Xj9"
324883369303355393,"Your prayers for the area are appreciated, but please put them into action. Drive here to give blood and donate goods responsibly. #westtx"
327483562595082243,"Continue to pray for West, Tx and all those involved. @ Ferrell Center http://t.co/PAqAfzhFK7"
324966194916507649,"MT @GregAbbott_TX: On way to #West, Texas to help families, 1st responders &amp; community affected by the explosion. #PrayforWest #txlege"
325331077096951809,Officials say supplies no longer needed. Money welcome MT @ShelleyBrandt: Anyone know how to reach West ISD ?  I want to donate items
327454359652806656,Already in with just 2/3 of the place filled. Waiting for the start. #West #Firefighters memorial @ http://t.co/ZlxbPoYMLc
324929549064359937,Great to see so many people in @Waco_Texas coming together to help those in West #prayforwest
324900439269199872,"Just arrived in West, Texas. Tune in to #KRGV ch5 for all the details. #WestFertilizerExplosion"
324721259608952832,"(Continued)And we also have parishioners with the Red Cross. We have a staff member whose son's school is on fire. Pray for West, TX."
324968390475276288,RT @NomaanMerchant: Today's @wacotrib front after the explosion last night - http://t.co/8qK4WTdNaW
327447472752435201,Lines out the door at WestTX library as res of est 50 homes register to return to homes in blast zone @khou http://t.co/rYXNVCe7MY
324729007679619073,@Huntermoore have you heard of the explosion here near Waco? There may be 60-70 casualties and 100+ injured #prayforWaco
324740973240393728,"My heart's never hurt so much for my homes. First Boston, now West that's only 15 minutes away. #prayforBostonandWest"
324923847717580804,Text HELPWEST to 99000 to find out how to help.
324730991488933888,Pray for those in #West #TX
324787426411286528,Did our standups in #west. on our way to parkland hospital to learn more about evacuated victims of the explosion. http://t.co/UA28ORQJCA
325440967463272448,"Driving through West on the way to Dallas today. @ West, TX http://t.co/rcjfT77GtD"
324729789611134976,@RaveLiveLove I'm fine.. Ambulances are coming and going like you won't believe. Sad part is 60-70 casualties are expected and 100+ injuries
325390466814201856,West City emergency worker breaks down during memorial svc 2 fallen colleagues at St Mary's. http://t.co/zWxihdUw0B
326084743378640898,Waitin for 4 pm news conference in West City Hall.  It's now 4:25.
324699022319300609,My grandma said half of west Texas just got blown up
324727673756729344,"@DjKSin my wifes people out their she grew up round that area, 70 people died bro #prayers #westtx"
326043547390341120,@J_Lee30 the WestFest grounds. They have literally TONS and TONS of donations and hundreds if not thousands of helping hands out there
324873506716258304,@TiffanySander13 Thanks! Yeah the hospital has been crazy.
325651767108988928,"Business's donate hot food to families in West, Tx left without.  Continuing coverage @UnivisionNews @UniNoticias http://t.co/C30Ur3i1oQ"
327962728297791488,#Thoughtsandprayers as I pass through. (at West TX)  http://t.co/6zHHQBljTD
327491170076880896,I'll be glad when the stupid president leaves Waco. Fucking cops everywhere.
324318526305337345,Drop some off in North Waco please thanks  RT@Andreaa_Kaye: .50 cent wing mon-tues?! Yeh im about to be Omw.
324925096206688256,Markings being used by search and rescue crews #WestExplosion @NBCDFW http://t.co/UlD2eX97JO
324718316725866496,Pray for west texas. Hope everyone is ok.
324756206348541952,God wrap your arms around the ones who weren't as fortunate as i..
324883896938422273,Proud that my school encourages so much prayer for our neighbors. #Baylor #WestTexas
324966096803336192,@LNYHBTkid the road to the plant explosion sight is blocked with heavy security checkpoints http://t.co/7RJ4VLm11Q
324693440489205761,My uncle that lives in west had his windows blown out.
324715824151670785,@rrobinette999_r unclear. air quality is a big concern.
326113635325849601,I know there was just a major explosion but I hope they have ranch
324703322655305730,"Oh my goodness.. #prayforwest fertilizer plant exploded &amp; many housing collapsed, ppl in trouble, so so sad  hope my friends are doing ok"
324699095698644993,This west thing is crazy!!!
327528264497254401,President Obama promises the country will be here to help #WestTx long after the cameras are gone.
325293804586409985,Sen.Cornyn expressing his condolences to the families of the victims killed in #WestTX fertilizer plant explosion http://t.co/OnylNGBwcv
324845277511053313,Thoughts and Prayers to the People of West. Only wish I could help some way.
327557407276425216,"So glad I had the privilege to attend the memorial service for West firefighters and first responders today. Beautiful, moving service"
325292755758759936,News conference underway in #WestTX  @keyetv is rolling.
324741667938779136,"I wasn't near the blast, but I am staying in Waco tonight. Heard about it just after checking into motel. Hope not too many people hurt."
327137586713870337,"The secret service showing up in helicopters, the media... It's getting crazy around here"
327523058220953600,Was distracting for @KenStarrBaylor to speak at #WestMemorial I'll never forget his @billclinton witch-hunt. #p2
328149925223337985,"I'm at Central Texas Urgent Care (Waco, TX) http://t.co/Jjs9JwmR4j"
325447068644683776,What the hell is going on
325707507534266369,"Going through Waco and on every overpass there are police, firefighters and paramedics standing to honor those lost. It's so powerful!"
327563019435532289,Incredibly emotional day in Waco as hundreds paid tribute to the brave men who sacrificed their lives #WestMemorial http://t.co/cNJBbUomjb
324727505602899968,Hope they stop the fire before it get close to my crib
324710044262350848,@AllieBrooke10 look in the news a huge explosion about 20min from Waco
326103724252606464,"One last note: CNN, NYTimes, Reuters, AP &amp; CBS This Morning all still in #West. International media coverage four days after the explosion"
324728756969304066,Praying for West. That explosion looks terrible. http://t.co/IOcWxlDdyI
327957375984234496,"Photo cred: @kentthebardMy president grieves.For you, O God, have tested us...we went through fire http://t.co/zpOgnImflb"
324742842692018176,@Garcia91Macey about 15 minutes south of the explosions location
324714731891998721,they don't know yet if it's related at all to everything else going on the news.. #prayersforthoseworkers.
325216121844269056,BREAKING: Search will continue at demolished West apt complex w/ heavy machinery. Mayor rushing to help sort thru rubble. 15 dead  @NBCDFW
325360789609406466,We met this man in a #WestTX neighborhood...he's on a mission to help his hometown tonight. Meet him at 6 on @krgv http://t.co/sHl5svjCSb
324752646571425793,@Trouty20: #PrayForTexas Even though I don't like the Angels... thank you. Have a good year.
324883870652723202,"Jenene Picha, owner of Czech-American Restaurant, whose in-laws' homes were destroyed: It was like a war zone last night. #westexploison"
325231940284342272,"George Brinegar, running West community resource center, thinks full weight of tragedy is sinking in: This will really be the tough day."
324720232683954176,All these laws nd ambulances passing by me going to west I hope they their alright down there
327169141708558337,"@MFOBK: Barack Obama, this is no time so start playing your trombone. We have shit to do. #TG http://t.co/n38zmdvFl9 OH MY WORD."
327579287249117185,All-around a phenomenal memorial service. Both pain and triumph for people of West. And what an honor to see Pres. Obama pay his respects.
324857022313033728,@beckyfogel Be safe lady. Journalists are working hard with this tragedy too.
324923741844955136,There are two types of people in HEB right now: those buying supplies for West and those buying supplies for Diadeloso.
324714535359492099,everyone be safe out there tonight...100+ suspected injuries and people are still inside the plant from the explosion.. #waco
327526657416114177,President @BarackObama now speaking at #WestMemorial after being introduced by Sen. @JohnCornyn #PrayforWest #West
326745913978658818,"Your #RedCross is hard at noble work at the West, TX Joint Assistance Center. @RedCrossDFW http://t.co/Czwc506sU8"
324727001476907011,"You see stuff on the news all the time.. I never thought a little town 15 min away would be on the news all over, with such devastation.."
324730097670172675,Hmmm #waco &amp; #west is trending!!! Say a prayer tonight
326412491670290432,"Helping West,TX. Disaster relief! #westtx #firefightersdaughter #hero #fallen #firefighters #brewery #beer #ale http://t.co/P4JDL6gQmm"
324712137375223809,@KylerTopFlight ya the explosion was 20min outside Waco in West
325999496586743809,Can't speak to the seat of explosion just yet. Part of investigation. A seat is the center of explosion. Large crater at center. @NBCDFW
325025137961349120,"Just dropped donations off in West, there's so much stuff already!! #GodIsGood #prayforwest"
327435500782759936,Just arrived at the Ferrell Center. @KLTV7 will have live coverage on today's memorial service http://t.co/PJuOZoihEY
327264264991698945,So thankful Obama is coming to Waco tomorrow because my test got cancelled... #soblessed @LauraHaigler http://t.co/RAWAx6tVNv
325135173408673793,Where?? RT@AyoooooTee: Another explosion YOU KNOW WHAT IM PACKING MY SHYT ND GOING TO CANADA OR SOME SHYT
325658106396827649,"Volunteering side by side in west with victims, students, and people from all over the state. http://t.co/AWTo85AiOR"
327450506396041218,"Going to the West memorial service today! #prayforwest @ west, tx http://t.co/6QZZ4CEjcO"
325348668590936064,"@TheEllenShow could you please help the out the people from West, Texas"
324787879257718784,"This is crazy and upsetting. Praying for West, Texas."
324901894009004032,"So, so grateful for this rain for healing the air in West. Sucks it ruins Dia but so much more important that fires &amp; chemicals be put out."
324734196021080064,"CAUGHT ON CAMERA: Fertilizer Plant Explosion Near Waco, Texas http://t.co/FGnRORZW11 @Huntermoore"
324717904308355074,"if this was Riesel, i honestly don't know what i would do... PRAYERS TO EVERYONE WHOSE FAMILY IS INVOLVED (police &amp; firefighters as well)"
324796029541167104,@EcheMadubuike I live 15min away frm west tx.. &amp;&amp; also I wrk at hillcrest hospital in @cityofwaco  &amp;&amp; it waz one crazy ass night.!! Smh.
325313122372055040,Driving through pray for the fallen#prayforwest
327241582183067652,"Very old oncor transmission towers not damaged during #westtxexplosion. Amazing #wedeliver @ West, TX http://t.co/ViGS28aBvx"
325364391774126081,14 bodies recovered in West; plant owners vow to help find cause of blast #westexplosion http://t.co/UxqQEr7FAu
324728532490149888,@_jrenee254 yeah I know theres alot of ammonia out there stay inside cousin
324706784851922944,Another shot of the explosion. Never felt anything like that. @breakingnews @ Czech Stop http://t.co/KyIuBVGiVj
325232812183662592,15 dead in West explosion; 5 of them firefighters. West mayor tells me explosion so powerful it destroyed 3 firetrucks @NBCDFW
324700887262048256,"The more I hear stuff the more scared I get!! They're evacuating west! Texted mrs Doyle, of all people, and asked her how bad it can be."
328242488584323072,Flags are half staff but the spirit of #westTx remains strong. http://t.co/544XbAFzwQ
324889997226438656,"Pointwest Bank open, despite missing entire window panel. #westexplosion http://t.co/sz2Z6uagaI"
326293979874336768,Thoughts and prayers to everyone in this great town. @ Czech Stop http://t.co/YFBiJWdWyu
325375078835556352,West mayor is also a volunteer firefighter an has been for 26 years. Says he lost good friends in the explosion.
324738463645704193,It's times like this when I wish Jacob was home safe with me... #prayforwest
324771029538963456,@BrianFicke Glad you are ok! Stay safe. #PrayforWest
325119293262024705,Everybody. Please help us with donating with anything u can.. for west Texas.
324848897430269953,"Man that blast was just down 35 from Waco, have a buddy who drives from West have him and his family in prayers."
325448727680671745,"TEXAS KNOWS WHAT'S GOOD #reunited #baskinrobbins  @ Waco, TX http://t.co/sg8p4cRikf"
324740885839495168,@J_Lee30 that plant was in the northeast side of town. Plant was closed down and if anything these casualties will be from hoses and
326191489006837760,"@GarrettIsBeard praying for you and your family, buddy!"
326018993574010881,"I'm sitting in church, but can't help but to look at every tweet from @CuteEmergency..."
327529889215434753,President Obamas speech here @Baylor about the west tragedy is moving. #WestTX #Westmemorial
324876598954319872,@WinterRamos: Let's all pray for the TEXAS blast victims.  Amen! Thank you.
325397722385494016,#WestTX new conference was held at the West Auction Co. Animals moved to make room for @keyetv and other media http://t.co/hSNnnUNgb8
324937881544192000,"What he said. @bynickdean: People still saying the explosion is in Waco, Texas. It is very much NOT. It is in West, Texas #westexplosion"
324732245640351744,Omg I just watched that video....unreal #prayers
326015710411255808,"Church was very moving today in West, Texas #prayforwest"
324713284211183616,@ArmyWife68w your welcome we have friends &amp; family there prayers please
324853921728315392,"@bomani_jones west,tx man is backyard for real! Cray shit! Alot of friends and family affected by this!"
324885082030612480,Cleaning up on N Main in downtown West. #westexploison http://t.co/JMR2jvUeLI
325415317285261312,"Front row (on the ground) at the Governor Perry press conference. :D #WestExplosion @ West, TX http://t.co/zlaq6UZHcQ"
324720381871136769,"Lord may your arms of protection, hands of mercy, &amp; words of peace protect the victims &amp; relief help on their way out there to West, TX!"
324987394992521217,"From West, TX: Texas Task Force 1 official says his emergency team has not encountered any survivors today, just debris."
324854358737055746,waking up &amp; realizing that this nightmare is reality&lt;&lt;&lt;&lt;&lt;&lt; #PrayingForWest
326321559126024193,Remember Gods with you today more than ever today hang in there I love u praying for you and the rest of West high school @shelbersbrooke
325259328527405059,"All over Waco, Texas students are failing to attend class today. #thestruggleisreal"
324752229313695744,I swear @PBandJenelleys is a fucking idiot! There are DEAD volunteer firefights &amp; she's crying about a damn dog! @Mich_637: @ginabenz _1
324951183426981889,"TX EXPLOSION:  Fresh vid of nursing home crushed by #westexplosion. As bad as the front looks, rear took direct hit. http://t.co/Zvhqwo613o"
324867278271295488,Pls RT @wacotrib: Here's a list of helpful links for those affected by #West plant explosion &amp; for who want to help http://t.co/w0ECeTtLkm
324705682114871296,Send out a quick prayer to the people near the plant explosion in Waco... Scary to think I'm not that far from it.
326761571126767616,"911 calls capture the emotion of the #WestTX explosion, by @chrisshermanAP: http://t.co/1XQ68SyqLc"
324965124882452482,@XXKINGCANOXX 35 has been shut down I can't come back since that stuff happen in West
327512664429453314,RT @MediaPass4U: #westmemorial 9300 crowd now watching video about personal stories of each victim #west #prayforwest
326856091629649920,SOG Seal Pup Elite at Ground Zero #WestTexas #fertilizerplantexplosion2013 sogknives @ West Fertilizer http://t.co/zMTg0o0VXV
326331342415622146,"@DRUDGE_REPORT: Obama to visit Texas for fundraiser, event; No stop at disaster town West... http://t.co/YbK1qIzBit not a surprise..."
326401012384542720,President Obama will be attending memorial services in Waco for the loss of many in the West Explosion. #respect
327528296529158144,MT @Baylor: Pres @BarackObama at #Westmemorial: We give thanks for the courage &amp; compassion &amp; the incredible grace of the people of #WestTX.
324742388432109568,"@Adore_Felicia thank you girl, I love 15 min away. I am safe, Im going to help them tomoro"
324753963327045633,#Baylor students pray for our neighbors in West.  Please join us. #sicem #prayforwest @ Baylor University http://t.co/DKDkpwhqP6
324946232642523137,Eat at @olivebranchwaco today as they donated food for the workers in West! #PrayForWest #supportlocalbusiness
324754572562288640,Candle light prayer for West at Baylor. #prayforwest http://t.co/4B1LH916f8
324713006904782851,Prayers to everyone who resigns in West!
324726825861390336,I have never been more happy to hug my best friend. @dani_crayy seriously everyone please pray for west. It's bad
327464602260611072,#Firefighters remembering their fallen brothers! #westtx #baylor #memorial @ Ferrell Center http://t.co/OzwPC6rozB
324726803539296256,@BaylorProud is Baylor opening the Ferrell center to give evacuees from West a place to stay? Students are willing to help with everything
327654387285630977,#WestboroBaptistChurch picketing Texan memorial services? That's like putting a rifle to your ass and demanding that the trigger be pulled.
326161188662673409,"I'm at West, TX (West, TX) w/ 5 others http://t.co/pybUJGka1r"
327434819053174784,Obama is having a speech around 2 and there's already a line that's a mile long to get in. http://t.co/idJOM3X8Ic
327501881523978242,We're the only local news crew in #West today. So many things to see when you aren't just covering the story.
325455821301493761,For the west victims they still need donations of school supplies
327549786075054080,"Memorial service was incredible, including Obamas speech"
324740342379331584,@J_Lee30 fertilizer plant caught fire and exploded. Dozens and dozens injured and being taken to area hospitals. NO confirmed deaths yet
324701226925166592,Dang what is up with all these explosions dude? Praying for those people in West
325281066107691008,@MarkJWeather all I saw we're news crews sat trucks in waco Texas and fire trucks
324927132587401216,@Slatersnews Im drivin home 2 SA on 35. Just passed thru west. Cant tell the devastation from 35. But had to be 80-100 news vans on side rd
324716969318297600,I will def go out there &amp; help tomorrow if anyone wants to go with me It is my day off &amp; I want to help out a town that has ppl I care about
327497359661621249,I don't even like Obama &amp; I think it's nice of him to come speak on this tragedy
325745557127704577,@davebautista thx were ok I had a friend that lived in west tx he 40 stitches but he's ok thx for ur kind words an I hope the best movie c.
325663686133960704,West press briefing postponed indefinitely. DPS hopes to give new info by end of the day. Residents w/ damaged homes frustrated @nbcdfw
326857617962045440,On my way to D/FW. Update: Passing through Waco
324725453644500992,@JLear2112 like 15 mins away.  My hospital is where they are sending everyone
324729629489373184,Im in waco right now &amp; I didnt know shit about the explosion. My great grandma called &amp; told me about it -_-
327476237247320064,guys it feels like shattered dreams but it's so real. just taking a moment to let that sink in. #prayforwest
324932704900624384,TX EXPLOSION:  Fresh video of school building hammered by blast. #westexplosion http://t.co/rOiMV9P7SR
325305704909008896,"Volunteers from Fort Worth preparing to cook as many as 1,000 meals twice a day. #westexplosion http://t.co/b1MW3ulPsJ"
324730204662681600,@megateer I'll check now &amp; see the death toll. Thank you.
324725883610996736,"But anyways hoping all of West will pull through this tragic moment, sometimes things happen for unknown reasons."
